Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
3,h,1250000.0,7.8,3.0,2.0,2.0,500.0,148.0,1900.0,Northern Metropolitan
5,h,1790000.0,7.8,5.0,3.0,2.0,635.0,108.0,1920.0,Northern Metropolitan
2,u,650000.0,7.8,2.0,1.0,1.0,136.0,81.0,1975.0,Northern Metropolitan
3,t,720000.0,7.8,3.0,2.0,2.0,531.0,112.0,2016.0,Northern Metropolitan
3,t,720000.0,7.8,3.0,2.0,2.0,531.0,112.0,2016.0,Northern Metropolitan
2,u,535000.0,1.6,2.0,1.0,1.0,0.0,63.0,1970.0,Northern Metropolitan
2,t,945000.0,1.6,2.0,1.0,1.0,15900.0,98.0,1880.0,Northern Metropolitan
2,h,888000.0,1.6,2.0,1.0,0.0,112.0,100.0,1900.0,Northern Metropolitan
3,u,1000000.0,1.6,3.0,2.0,2.0,0.0,148.0,2005.0,Northern Metropolitan
3,h,1350000.0,2.5,3.0,1.0,1.0,117.0,147.0,1900.0,Northern Metropolitan
4,h,1300000.0,13.9,4.0,2.0,2.0,872.0,185.0,1970.0,Eastern Metropolitan
4,h,1400000.0,13.9,4.0,2.0,2.0,664.0,150.0,1980.0,Eastern Metropolitan
4,h,1100000.0,13.9,4.0,3.0,2.0,661.0,170.0,1965.0,Eastern Metropolitan
3,h,1355000.0,13.9,3.0,1.0,1.0,814.0,120.0,1965.0,Eastern Metropolitan
5,h,1652000.0,8.0,5.0,2.0,1.0,697.0,196.0,1920.0,Western Metropolitan
3,h,1131000.0,8.0,3.0,1.0,1.0,387.0,135.0,1900.0,Western Metropolitan
1,u,310000.0,8.0,1.0,1.0,1.0,845.0,45.0,1977.0,Western Metropolitan
3,u,700000.0,8.0,3.0,1.0,1.0,227.0,120.0,2005.0,Western Metropolitan
2,u,610000.0,8.0,2.0,1.0,1.0,0.0,75.0,2012.0,Western Metropolitan
3,h,960000.0,8.0,3.0,2.0,1.0,411.0,159.0,1990.0,Western Metropolitan
1,u,426500.0,8.0,1.0,1.0,1.0,62.0,53.0,1960.0,Western Metropolitan
2,u,676000.0,5.8,2.0,1.0,1.0,0.0,87.0,2002.0,Northern Metropolitan
3,h,1500000.0,5.8,3.0,1.0,2.0,574.0,150.0,1925.0,Northern Metropolitan
3,h,660000.0,12.4,3.0,1.0,2.0,585.0,88.0,1960.0,Northern Metropolitan
3,h,741000.0,12.4,3.0,1.0,3.0,578.0,128.0,1960.0,Northern Metropolitan
3,u,532000.0,12.4,3.0,2.0,1.0,207.0,205.0,2007.0,Northern Metropolitan
3,h,1000000.0,12.4,3.0,1.0,2.0,1069.0,120.0,1960.0,Northern Metropolitan
2,u,328000.0,12.4,2.0,1.0,1.0,0.0,67.0,1970.0,Northern Metropolitan
3,t,543500.0,12.4,3.0,3.0,3.0,247.0,103.0,2011.0,Northern Metropolitan
1,u,330000.0,3.5,1.0,1.0,1.0,0.0,32.0,1970.0,Northern Metropolitan
2,h,846000.0,3.5,2.0,1.0,0.0,160.0,119.0,1880.0,Northern Metropolitan
2,h,1055000.0,3.5,2.0,1.0,0.0,192.0,85.2,1910.0,Northern Metropolitan
3,h,1250000.0,4.4,3.0,2.0,2.0,226.0,140.0,2002.0,Northern Metropolitan
2,h,953000.0,4.4,2.0,1.0,0.0,274.0,103.0,1930.0,Northern Metropolitan
2,u,603000.0,4.4,2.0,1.0,1.0,0.0,96.0,1890.0,Northern Metropolitan
3,h,940000.0,4.4,3.0,1.0,1.0,320.0,110.0,1940.0,Northern Metropolitan
5,h,1550000.0,4.4,5.0,1.0,1.0,432.0,200.0,1915.0,Northern Metropolitan
2,u,500000.0,4.4,2.0,1.0,1.0,0.0,72.9,1970.0,Northern Metropolitan
2,u,450000.0,4.4,2.0,1.0,1.0,0.0,62.0,1970.0,Northern Metropolitan
2,u,390000.0,4.4,2.0,1.0,1.0,472.0,55.0,1960.0,Northern Metropolitan
3,h,1085000.0,4.4,3.0,1.0,1.0,180.0,132.0,1991.0,Northern Metropolitan
2,h,1060000.0,4.4,2.0,1.0,0.0,209.0,75.0,1890.0,Northern Metropolitan
3,h,917000.0,4.4,3.0,1.0,0.0,143.0,136.0,1890.0,Northern Metropolitan
2,h,885000.0,6.4,2.0,1.0,0.0,267.0,99.5,1890.0,Western Metropolitan
2,t,485000.0,6.4,2.0,2.0,1.0,0.0,70.0,2011.0,Western Metropolitan
3,t,760000.0,6.4,3.0,1.0,1.0,219.0,3.0,2011.0,Western Metropolitan
3,h,871000.0,6.4,3.0,1.0,1.0,267.0,101.0,1900.0,Western Metropolitan
2,h,882000.0,6.4,2.0,1.0,0.0,172.0,80.0,1900.0,Western Metropolitan
3,h,895000.0,6.4,3.0,1.0,2.0,272.0,106.0,1920.0,Western Metropolitan
1,u,260000.0,10.4,1.0,1.0,1.0,1162.0,44.0,1965.0,Southern Metropolitan
3,h,1452000.0,9.2,3.0,2.0,2.0,269.0,184.0,1997.0,Southern Metropolitan
3,h,1800000.0,9.2,3.0,1.0,3.0,732.0,138.0,1950.0,Southern Metropolitan
3,t,1253000.0,9.2,3.0,2.0,2.0,0.0,131.0,1995.0,Southern Metropolitan
4,h,1760000.0,9.2,4.0,3.0,3.0,622.0,160.0,1940.0,Southern Metropolitan
3,h,3310000.0,9.2,3.0,3.0,2.0,662.0,265.0,1988.0,Southern Metropolitan
3,h,1601000.0,9.2,3.0,1.0,2.0,453.0,102.0,1930.0,Southern Metropolitan
2,u,910000.0,9.2,2.0,1.0,1.0,157.0,97.0,1970.0,Southern Metropolitan
3,h,780000.0,13.0,3.0,1.0,2.0,742.0,101.0,1970.0,Northern Metropolitan
2,t,420000.0,13.0,2.0,2.0,1.0,1137.0,82.0,2009.0,Northern Metropolitan
3,h,895000.0,13.0,3.0,1.0,2.0,697.0,148.0,1955.0,Northern Metropolitan
3,h,885000.0,13.0,3.0,1.0,2.0,751.0,145.0,1972.0,Northern Metropolitan
3,h,597500.0,13.0,3.0,1.0,2.0,663.0,84.0,1950.0,Northern Metropolitan
3,h,822000.0,13.0,3.0,1.0,2.0,738.0,107.4,1960.0,Northern Metropolitan
5,t,645000.0,13.0,5.0,1.0,1.0,227.0,152.0,2013.0,Northern Metropolitan
3,t,595000.0,13.0,3.0,1.0,2.0,258.0,142.6,2001.0,Northern Metropolitan
4,h,1050000.0,13.0,4.0,3.0,2.0,715.0,271.0,1970.0,Northern Metropolitan
3,h,705000.0,13.0,3.0,1.0,2.0,694.0,110.0,1960.0,Northern Metropolitan
3,u,590000.0,13.0,3.0,2.0,2.0,0.0,118.0,2009.0,Northern Metropolitan
3,t,680000.0,13.0,3.0,2.0,2.0,243.0,133.0,2014.0,Northern Metropolitan
3,h,935000.0,13.0,3.0,1.0,2.0,666.0,176.0,1960.0,Northern Metropolitan
3,h,740000.0,12.1,3.0,1.0,4.0,605.0,145.0,1960.0,Northern Metropolitan
2,t,837000.0,13.7,2.0,2.0,1.0,516.0,92.0,2007.0,Southern Metropolitan
4,h,2500000.0,13.7,4.0,3.0,2.0,684.0,317.0,2008.0,Southern Metropolitan
2,u,860000.0,13.7,2.0,1.0,1.0,90.0,90.0,1962.0,Southern Metropolitan
3,h,1700000.0,4.6,3.0,1.0,2.0,338.0,132.0,1910.0,Southern Metropolitan
1,u,440000.0,4.6,1.0,1.0,1.0,0.0,51.0,1960.0,Southern Metropolitan
1,u,535000.0,4.6,1.0,1.0,1.0,918.0,50.0,2006.0,Southern Metropolitan
2,u,635000.0,4.6,2.0,1.0,1.0,2679.0,78.0,1960.0,Southern Metropolitan
1,u,317500.0,4.6,1.0,1.0,0.0,0.0,55.0,1957.0,Southern Metropolitan
1,u,360000.0,4.6,1.0,1.0,1.0,6494.0,77.5,1965.0,Southern Metropolitan
2,h,1800000.0,4.6,2.0,1.0,0.0,221.0,106.0,1900.0,Southern Metropolitan
1,u,275000.0,4.6,1.0,1.0,0.0,479.0,30.0,1970.0,Southern Metropolitan
3,h,1525000.0,4.6,3.0,1.0,0.0,269.0,134.0,1905.0,Southern Metropolitan
2,u,560000.0,4.6,2.0,1.0,0.0,0.0,82.3,1960.0,Southern Metropolitan
3,t,1264000.0,7.5,3.0,2.0,2.0,0.0,187.0,2010.0,Southern Metropolitan
4,h,3600000.0,7.5,4.0,3.0,2.0,667.0,310.0,1988.0,Southern Metropolitan
3,h,1405000.0,7.5,3.0,2.0,2.0,185.0,185.0,1985.0,Southern Metropolitan
2,u,555000.0,7.5,2.0,1.0,2.0,0.0,64.0,1970.0,Southern Metropolitan
3,h,1271000.0,10.6,3.0,2.0,2.0,330.0,171.0,2008.0,Eastern Metropolitan
2,h,665000.0,10.5,2.0,1.0,1.0,263.0,84.0,1992.0,Eastern Metropolitan
3,t,575000.0,10.5,3.0,1.0,2.0,192.0,91.0,1995.0,Eastern Metropolitan
4,h,706000.0,10.5,4.0,1.0,2.0,374.0,113.0,1940.0,Eastern Metropolitan
3,h,657000.0,10.5,3.0,1.0,1.0,317.0,95.0,1950.0,Eastern Metropolitan
3,u,630000.0,10.5,3.0,2.0,1.0,0.0,123.0,2015.0,Eastern Metropolitan
2,h,650000.0,9.4,2.0,1.0,2.0,465.0,81.0,1960.0,Eastern Metropolitan
3,h,855000.0,9.4,3.0,1.0,2.0,658.0,99.0,1960.0,Eastern Metropolitan
2,h,613000.0,9.4,2.0,1.0,0.0,391.0,74.0,1960.0,Eastern Metropolitan
3,h,640000.0,9.4,3.0,1.0,2.0,476.0,200.0,1956.0,Eastern Metropolitan
4,t,1340000.0,13.0,4.0,4.0,2.0,370.0,255.79,2006.0,Southern Metropolitan
4,h,1410000.0,7.9,4.0,2.0,1.0,449.0,252.0,1945.0,Eastern Metropolitan
4,h,1650000.0,7.9,4.0,2.0,1.0,589.0,185.0,1910.0,Eastern Metropolitan
3,h,1851000.0,7.9,3.0,2.0,2.0,618.0,215.0,1960.0,Eastern Metropolitan
5,h,2325000.0,9.0,5.0,3.0,2.0,737.0,325.0,2008.0,Eastern Metropolitan
3,h,2400000.0,9.0,3.0,2.0,2.0,1132.0,240.0,1950.0,Eastern Metropolitan
4,h,646000.0,15.0,4.0,2.0,2.0,658.0,198.0,1980.0,Western Metropolitan
3,h,843000.0,12.8,3.0,2.0,4.0,573.0,176.0,1980.0,Western Metropolitan
3,h,835000.0,12.8,3.0,2.0,2.0,700.0,126.0,1980.0,Western Metropolitan
3,h,635000.0,12.8,3.0,2.0,1.0,162.0,115.0,2015.0,Western Metropolitan
3,h,745000.0,12.8,3.0,1.0,1.0,535.0,134.0,1980.0,Western Metropolitan
3,h,941000.0,12.8,3.0,1.0,1.0,703.0,111.0,1965.0,Western Metropolitan
5,h,3800000.0,5.6,5.0,5.0,3.0,609.0,424.0,1970.0,Southern Metropolitan
3,t,752000.0,5.6,3.0,2.0,2.0,0.0,102.0,1980.0,Southern Metropolitan
3,t,690000.0,5.6,3.0,1.0,2.0,111.0,3.0,1872.0,Southern Metropolitan
4,h,2600000.0,5.6,4.0,2.0,0.0,320.0,186.36,1920.0,Southern Metropolitan
5,h,4515000.0,5.6,5.0,4.0,2.0,800.0,490.0,2012.0,Southern Metropolitan
2,u,820000.0,5.6,2.0,1.0,1.0,826.0,95.0,1960.0,Southern Metropolitan
3,t,835000.0,5.6,3.0,2.0,2.0,247.0,147.2,2007.0,Southern Metropolitan
2,u,590000.0,7.5,2.0,1.0,1.0,838.0,70.0,1970.0,Southern Metropolitan
3,h,1402000.0,7.5,3.0,2.0,2.0,422.0,120.0,1950.0,Southern Metropolitan
3,h,1190000.0,7.8,3.0,1.0,1.0,276.0,105.0,1925.0,Western Metropolitan
4,h,1205000.0,7.8,4.0,1.0,1.0,318.0,145.0,1960.0,Western Metropolitan
3,h,860000.0,7.8,3.0,1.0,3.0,555.0,168.0,1940.0,Western Metropolitan
2,h,472500.0,9.2,2.0,1.0,0.0,315.0,89.0,1990.0,Western Metropolitan
3,t,675000.0,9.2,3.0,2.0,2.0,159.0,128.0,2016.0,Western Metropolitan
2,u,405000.0,9.2,2.0,2.0,1.0,2787.0,75.0,2013.0,Western Metropolitan
3,h,930000.0,9.2,3.0,1.0,2.0,660.0,88.0,1955.0,Western Metropolitan
1,u,365000.0,7.4,1.0,1.0,1.0,0.0,46.0,1960.0,Southern Metropolitan
3,h,2250000.0,7.4,3.0,2.0,2.0,192.0,191.0,2010.0,Southern Metropolitan
3,h,2250000.0,11.2,3.0,1.0,2.0,840.0,170.0,1950.0,Southern Metropolitan
4,h,3200000.0,11.2,4.0,2.0,2.0,709.0,214.0,1910.0,Southern Metropolitan
3,h,2020000.0,11.2,3.0,2.0,2.0,711.0,196.0,1915.0,Southern Metropolitan
2,u,1211000.0,11.2,2.0,1.0,1.0,259.0,99.0,1970.0,Southern Metropolitan
4,h,1380000.0,11.2,4.0,2.0,2.0,230.0,178.0,2007.0,Southern Metropolitan
4,h,1715157.0,11.2,4.0,3.0,2.0,380.0,160.0,2008.0,Southern Metropolitan
3,h,1220000.0,11.2,3.0,1.0,2.0,446.0,134.0,1980.0,Southern Metropolitan
5,h,1620000.0,8.7,5.0,3.0,2.0,601.0,274.0,2001.0,Western Metropolitan
4,h,1190000.0,8.7,4.0,3.0,2.0,224.0,205.0,2015.0,Western Metropolitan
4,u,1850000.0,2.8,4.0,2.0,1.0,0.0,213.0,1938.0,Northern Metropolitan
1,u,333000.0,2.8,1.0,1.0,0.0,0.0,41.0,2010.0,Northern Metropolitan
2,u,452000.0,2.8,2.0,1.0,0.0,0.0,60.0,2006.0,Northern Metropolitan
1,u,275000.0,2.8,1.0,1.0,0.0,0.0,52.0,2000.0,Northern Metropolitan
2,u,683000.0,2.8,2.0,2.0,1.0,1136.0,88.0,2009.0,Northern Metropolitan
2,u,640000.0,2.8,2.0,1.0,1.0,0.0,66.0,2005.0,Northern Metropolitan
4,h,2100000.0,11.8,4.0,2.0,5.0,719.0,271.0,1950.0,Eastern Metropolitan
2,u,439000.0,6.9,2.0,1.0,1.0,0.0,70.0,2005.0,Western Metropolitan
2,h,1040000.0,6.9,2.0,1.0,2.0,313.0,95.0,1920.0,Western Metropolitan
3,h,1670000.0,6.9,3.0,2.0,2.0,803.0,166.0,1915.0,Western Metropolitan
4,h,1940000.0,6.9,4.0,2.0,3.0,675.0,228.0,1920.0,Western Metropolitan
2,u,560000.0,6.9,2.0,2.0,1.0,0.0,63.0,2015.0,Western Metropolitan
4,h,1515000.0,6.9,4.0,2.0,3.0,574.0,203.0,1910.0,Western Metropolitan
5,h,2300000.0,6.9,5.0,2.0,2.0,597.0,322.0,1930.0,Western Metropolitan
2,h,970000.0,6.9,2.0,1.0,2.0,272.0,85.0,1900.0,Western Metropolitan
3,h,1070000.0,6.9,3.0,1.0,2.0,231.0,130.0,1995.0,Western Metropolitan
2,u,542000.0,6.9,2.0,2.0,1.0,0.0,82.0,2004.0,Western Metropolitan
3,h,1240000.0,6.9,3.0,2.0,2.0,275.0,106.0,1880.0,Western Metropolitan
4,h,955000.0,6.9,4.0,2.0,3.0,431.0,246.0,1910.0,Western Metropolitan
4,h,1656000.0,12.1,4.0,2.0,2.0,651.0,199.0,1940.0,Southern Metropolitan
2,u,582000.0,12.1,2.0,1.0,2.0,1113.0,93.0,2010.0,Southern Metropolitan
3,h,1255000.0,12.1,3.0,1.0,2.0,557.0,108.0,1950.0,Southern Metropolitan
2,u,535000.0,12.1,2.0,1.0,1.0,77.0,77.0,1970.0,Southern Metropolitan
2,u,586000.0,12.1,2.0,2.0,1.0,0.0,75.0,2013.0,Southern Metropolitan
4,h,1230000.0,8.4,4.0,2.0,1.0,402.0,146.0,1925.0,Western Metropolitan
4,h,1560000.0,8.4,4.0,2.0,3.0,480.0,235.0,1940.0,Western Metropolitan
3,h,975000.0,8.4,3.0,2.0,2.0,333.0,192.0,2010.0,Western Metropolitan
5,h,1820000.0,8.4,5.0,2.0,7.0,760.0,229.0,1935.0,Western Metropolitan
3,t,900000.0,8.4,3.0,2.0,2.0,575.0,128.0,2017.0,Western Metropolitan
4,h,956000.0,8.4,4.0,2.0,4.0,540.0,113.0,1970.0,Western Metropolitan
4,h,1650000.0,8.4,4.0,1.0,4.0,837.0,173.0,1930.0,Western Metropolitan
4,h,2337000.0,8.4,4.0,2.0,3.0,580.0,222.0,1890.0,Western Metropolitan
3,h,1075000.0,8.4,3.0,1.0,0.0,452.0,146.0,1950.0,Western Metropolitan
3,h,810000.0,11.2,3.0,2.0,1.0,297.0,139.0,1955.0,Western Metropolitan
2,u,510000.0,11.2,2.0,1.0,1.0,167.0,69.0,2013.0,Western Metropolitan
1,u,325000.0,11.2,1.0,1.0,1.0,710.0,58.0,2015.0,Western Metropolitan
3,t,800000.0,11.2,3.0,2.0,2.0,202.0,151.0,2015.0,Western Metropolitan
3,u,500000.0,11.2,3.0,1.0,1.0,1218.0,94.0,2012.0,Western Metropolitan
2,u,680000.0,5.5,2.0,2.0,1.0,1106.0,70.0,2009.0,Northern Metropolitan
3,h,1300000.0,5.5,3.0,1.0,0.0,191.0,108.0,1915.0,Northern Metropolitan
2,h,995000.0,5.5,2.0,1.0,2.0,228.0,110.0,2004.0,Northern Metropolitan
5,h,1750000.0,5.5,5.0,2.0,0.0,406.0,225.0,1900.0,Northern Metropolitan
2,h,1050000.0,5.5,2.0,1.0,1.0,181.0,85.0,1925.0,Northern Metropolitan
3,h,1235000.0,5.5,3.0,1.0,1.0,534.0,127.0,1960.0,Northern Metropolitan
2,t,600000.0,11.5,2.0,1.0,1.0,161.0,112.0,2015.0,Northern Metropolitan
3,u,601000.0,11.5,3.0,1.0,2.0,220.0,90.0,1990.0,Northern Metropolitan
3,h,755000.0,11.5,3.0,2.0,1.0,341.0,170.0,2003.0,Northern Metropolitan
3,u,648000.0,11.5,3.0,1.0,1.0,0.0,94.0,1998.0,Northern Metropolitan
4,h,1615000.0,14.0,4.0,2.0,2.0,537.0,199.0,1920.0,Southern Metropolitan
3,u,655000.0,14.0,3.0,1.0,2.0,160.0,104.0,1970.0,Southern Metropolitan
5,h,1351000.0,14.0,5.0,3.0,2.0,707.0,175.0,1955.0,Southern Metropolitan
4,h,1600000.0,14.0,4.0,3.0,4.0,691.0,213.0,1950.0,Southern Metropolitan
4,h,1840000.0,14.0,4.0,2.0,2.0,598.0,222.0,1900.0,Southern Metropolitan
5,h,2250000.0,11.8,5.0,2.0,2.0,699.0,228.0,1925.0,Southern Metropolitan
2,u,437500.0,11.8,2.0,1.0,1.0,0.0,74.0,1970.0,Southern Metropolitan
3,u,960000.0,11.8,3.0,2.0,2.0,199.0,167.0,1995.0,Southern Metropolitan
4,t,1425000.0,11.8,4.0,2.0,2.0,314.0,189.0,2000.0,Southern Metropolitan
3,h,2790000.0,2.6,3.0,2.0,1.0,180.0,120.0,1890.0,Northern Metropolitan
3,h,755000.0,9.9,3.0,2.0,2.0,294.0,110.0,1950.0,Northern Metropolitan
2,h,999000.0,9.9,2.0,1.0,1.0,587.0,95.0,1920.0,Northern Metropolitan
4,h,800000.0,9.9,4.0,1.0,1.0,593.0,131.0,1970.0,Northern Metropolitan
4,h,770000.0,9.9,4.0,1.0,2.0,596.0,130.0,1960.0,Northern Metropolitan
3,h,585000.0,9.9,3.0,1.0,1.0,0.0,129.0,2000.0,Northern Metropolitan
3,h,708000.0,9.9,3.0,1.0,2.0,321.0,94.0,1950.0,Northern Metropolitan
2,u,427500.0,9.9,2.0,1.0,1.0,134.0,75.0,1988.0,Northern Metropolitan
3,t,560000.0,9.9,3.0,2.0,1.0,141.0,94.0,2009.0,Northern Metropolitan
2,t,520000.0,9.9,2.0,1.0,1.0,0.0,82.0,2011.0,Northern Metropolitan
5,h,958000.0,9.9,5.0,2.0,2.0,706.0,166.0,1950.0,Northern Metropolitan
3,h,1400000.0,3.8,3.0,3.0,0.0,92.0,105.0,1910.0,Southern Metropolitan
2,u,520000.0,3.8,2.0,1.0,1.0,2166.0,54.0,2012.0,Southern Metropolitan
2,h,801000.0,3.8,2.0,2.0,1.0,0.0,90.0,2012.0,Southern Metropolitan
3,h,2400000.0,3.8,3.0,2.0,2.0,368.0,226.0,1880.0,Southern Metropolitan
2,u,575000.0,3.8,2.0,1.0,1.0,7159.0,61.0,2008.0,Southern Metropolitan
4,h,2700000.0,3.8,4.0,3.0,2.0,317.0,156.0,1900.0,Southern Metropolitan
2,u,600000.0,3.8,2.0,1.0,1.0,0.0,61.0,2005.0,Southern Metropolitan
2,u,1030000.0,3.8,2.0,2.0,2.0,21715.0,99.0,2005.0,Southern Metropolitan
2,u,645000.0,4.5,2.0,1.0,1.0,2842.0,84.0,1920.0,Southern Metropolitan
2,u,550000.0,4.5,2.0,1.0,1.0,72.0,69.0,1976.0,Southern Metropolitan
2,u,630000.0,4.5,2.0,1.0,1.0,0.0,59.0,1970.0,Southern Metropolitan
2,u,685000.0,4.5,2.0,1.0,1.0,8220.0,87.0,1965.0,Southern Metropolitan
1,h,860000.0,4.5,1.0,1.0,0.0,108.0,54.0,1905.0,Southern Metropolitan
3,h,1190000.0,8.8,3.0,2.0,2.0,572.0,118.0,1935.0,Northern Metropolitan
3,h,1121000.0,8.8,3.0,2.0,3.0,604.0,123.0,1925.0,Northern Metropolitan
3,h,917500.0,8.8,3.0,2.0,2.0,472.0,123.0,1965.0,Northern Metropolitan
3,h,800000.0,8.8,3.0,2.0,2.0,319.0,124.0,1940.0,Northern Metropolitan
4,h,1075000.0,8.8,4.0,1.0,2.0,521.0,146.0,1935.0,Northern Metropolitan
3,h,1000000.0,8.8,3.0,1.0,3.0,624.0,145.0,1950.0,Northern Metropolitan
3,h,910000.0,8.8,3.0,1.0,1.0,674.0,90.0,1955.0,Northern Metropolitan
3,h,690000.0,8.8,3.0,1.0,2.0,581.0,90.0,1960.0,Northern Metropolitan
3,h,1100000.0,8.8,3.0,2.0,4.0,637.0,124.0,1950.0,Northern Metropolitan
1,u,385000.0,8.8,1.0,1.0,1.0,896.0,65.0,2011.0,Northern Metropolitan
3,h,595000.0,11.2,3.0,1.0,1.0,490.0,116.0,1970.0,Northern Metropolitan
4,h,905000.0,11.2,4.0,2.0,2.0,696.0,142.0,1965.0,Northern Metropolitan
5,h,845000.0,11.2,5.0,2.0,2.0,676.0,100.0,1960.0,Northern Metropolitan
3,t,815000.0,11.2,3.0,2.0,2.0,213.0,1.0,2012.0,Northern Metropolitan
4,h,770000.0,11.2,4.0,3.0,3.0,697.0,213.0,1970.0,Northern Metropolitan
3,h,610000.0,11.2,3.0,1.0,2.0,435.0,102.0,1960.0,Northern Metropolitan
2,h,861500.0,11.2,2.0,1.0,1.0,419.0,100.0,1940.0,Northern Metropolitan
3,h,801000.0,11.2,3.0,1.0,1.0,551.0,115.0,1950.0,Northern Metropolitan
2,u,490000.0,11.2,2.0,1.0,1.0,143.0,85.0,2009.0,Northern Metropolitan
3,h,605000.0,11.2,3.0,1.0,2.0,371.0,112.0,1950.0,Northern Metropolitan
2,t,652000.0,11.2,2.0,2.0,2.0,254.0,93.0,2007.0,Northern Metropolitan
2,h,375000.0,11.2,2.0,1.0,1.0,101.0,67.0,1980.0,Northern Metropolitan
2,u,505000.0,11.2,2.0,1.0,1.0,110.0,1.0,1960.0,Northern Metropolitan
2,t,950000.0,2.6,2.0,1.0,1.0,113.0,118.0,2012.0,Northern Metropolitan
2,u,1226000.0,2.6,2.0,1.0,1.0,826.0,99.0,1996.0,Northern Metropolitan
3,h,1214000.0,2.6,3.0,1.0,0.0,176.0,106.0,1900.0,Northern Metropolitan
3,u,790000.0,2.6,3.0,1.0,1.0,0.0,90.0,1999.0,Northern Metropolitan
2,t,1090000.0,2.6,2.0,2.0,1.0,0.0,137.0,2002.0,Northern Metropolitan
3,h,1785000.0,2.6,3.0,1.0,0.0,240.0,115.0,1958.0,Northern Metropolitan
2,u,560000.0,2.6,2.0,1.0,1.0,7455.0,65.0,2008.0,Northern Metropolitan
2,h,1050000.0,2.6,2.0,1.0,0.0,134.0,63.7,1900.0,Northern Metropolitan
3,t,1052000.0,2.6,3.0,1.0,2.0,0.0,100.0,2010.0,Northern Metropolitan
3,h,3000000.0,2.6,3.0,2.0,7.0,230.0,204.0,2011.0,Northern Metropolitan
3,h,1330000.0,2.6,3.0,1.0,1.0,154.0,95.0,1900.0,Northern Metropolitan
1,h,911000.0,2.6,1.0,1.0,0.0,126.0,77.0,1900.0,Northern Metropolitan
2,u,615000.0,11.4,2.0,1.0,1.0,190.0,105.0,1980.0,Eastern Metropolitan
2,h,665000.0,6.6,2.0,1.0,0.0,269.0,80.0,1900.0,Western Metropolitan
3,h,2240000.0,2.1,3.0,2.0,1.0,197.0,168.0,1900.0,Southern Metropolitan
1,u,460000.0,2.1,1.0,1.0,1.0,0.0,42.0,1970.0,Southern Metropolitan
2,u,650000.0,2.1,2.0,1.0,0.0,438.0,2.0,1900.0,Southern Metropolitan
2,t,1100000.0,2.1,2.0,1.0,1.0,327.0,75.0,2004.0,Southern Metropolitan
3,h,1820000.0,2.1,3.0,1.0,1.0,204.0,105.0,1910.0,Southern Metropolitan
3,u,680000.0,2.1,3.0,2.0,2.0,0.0,110.87,2003.0,Southern Metropolitan
3,u,710000.0,2.1,3.0,2.0,2.0,0.0,150.0,2001.0,Southern Metropolitan
2,h,1214000.0,3.3,2.0,1.0,0.0,161.0,82.0,1900.0,Southern Metropolitan
2,u,485000.0,3.3,2.0,1.0,0.0,5467.0,73.0,1970.0,Southern Metropolitan
2,h,1710000.0,3.3,2.0,2.0,0.0,208.0,145.0,1880.0,Southern Metropolitan
2,u,792500.0,3.3,2.0,1.0,1.0,0.0,106.0,1970.0,Southern Metropolitan
1,u,390500.0,3.3,1.0,1.0,0.0,775.0,46.0,1960.0,Southern Metropolitan
2,u,610500.0,6.1,2.0,2.0,1.0,2920.0,84.0,2006.0,Southern Metropolitan
2,h,1120000.0,6.1,2.0,1.0,0.0,135.0,74.0,1930.0,Southern Metropolitan
2,t,1077000.0,6.1,2.0,1.0,1.0,455.0,98.0,1890.0,Southern Metropolitan
2,h,1301000.0,6.1,2.0,1.0,1.0,165.0,97.0,1910.0,Southern Metropolitan
2,h,1440000.0,6.1,2.0,1.0,2.0,194.0,112.0,1890.0,Southern Metropolitan
3,u,1000000.0,6.1,3.0,1.0,0.0,0.0,115.0,1930.0,Southern Metropolitan
3,u,1190000.0,6.1,3.0,1.0,1.0,460.0,140.0,1955.0,Southern Metropolitan
2,u,482000.0,6.1,2.0,1.0,1.0,0.0,54.0,2004.0,Southern Metropolitan
4,h,810000.0,9.7,4.0,1.0,1.0,543.0,137.0,1960.0,Western Metropolitan
3,h,1021000.0,9.7,3.0,2.0,2.0,371.0,183.0,2014.0,Western Metropolitan
5,h,910000.0,9.7,5.0,2.0,2.0,533.0,204.0,1965.0,Western Metropolitan
3,h,940000.0,12.6,3.0,2.0,2.0,572.0,190.0,1950.0,Western Metropolitan
4,h,726000.0,12.6,4.0,2.0,0.0,567.0,95.0,1950.0,Western Metropolitan
4,h,990000.0,12.6,4.0,1.0,6.0,654.0,189.0,1950.0,Western Metropolitan
3,h,710000.0,12.6,3.0,1.0,0.0,483.0,93.84,1950.0,Western Metropolitan
3,h,840000.0,12.6,3.0,1.0,1.0,462.0,108.0,1930.0,Western Metropolitan
4,h,775000.0,13.3,4.0,1.0,2.0,665.0,147.0,1980.0,Western Metropolitan
3,h,490000.0,13.3,3.0,1.0,1.0,546.0,145.0,1960.0,Western Metropolitan
3,h,716000.0,13.5,3.0,1.0,1.0,534.0,120.0,1975.0,Western Metropolitan
4,h,515000.0,13.5,4.0,2.0,2.0,332.0,159.0,2006.0,Western Metropolitan
3,h,530000.0,13.5,3.0,1.0,1.0,573.0,119.0,1970.0,Western Metropolitan
